State,City,Received,Approved,Denied,Pending,Category,Year,Quarter,Start_date,End_date
Maine,Portland,84,153,nan,204,Family,2018,3,2018-04-01,2018-06-30
Maryland,Baltimore,1923,872,145,9967,Family,2018,3,2018-04-01,2018-06-30
Massachusetts,Boston,2067,880,267,6976,Family,2018,3,2018-04-01,2018-06-30
Massachusetts,Lawrence,707,497,101,2056,Family,2018,3,2018-04-01,2018-06-30
Michigan,Detroit,960,514,94,2757,Family,2018,3,2018-04-01,2018-06-30
Minnesota,St. Paul,983,472,83,4983,Family,2018,3,2018-04-01,2018-06-30
Missouri,Kansas City,473,449,81,1200,Family,2018,3,2018-04-01,2018-06-30
Missouri,St. Louis,219,243,35,856,Family,2018,3,2018-04-01,2018-06-30
Montana,Helena,77,185,12,561,Family,2018,3,2018-04-01,2018-06-30
Nebraska,Omaha,289,160,44,920,Family,2018,3,2018-04-01,2018-06-30
Nevada,Las Vegas,968,396,86,4436,Family,2018,3,2018-04-01,2018-06-30
Nevada,Reno,146,225,30,520,Family,2018,3,2018-04-01,2018-06-30
New Hampshire,Manchester,156,110,17,399,Family,2018,3,2018-04-01,2018-06-30
New Jersey,Mount Laurel,751,318,128,2593,Family,2018,3,2018-04-01,2018-06-30
New Jersey,Newark,3670,3087,609,14104,Family,2018,3,2018-04-01,2018-06-30
New Mexico,Albuquerque,330,445,17,813,Family,2018,3,2018-04-01,2018-06-30
New York,Albany,206,17,nan,494,Family,2018,3,2018-04-01,2018-06-30
New York,Brooklyn,2495,1360,351,13593,Family,2018,3,2018-04-01,2018-06-30
New York,Buffalo,317,212,43,883,Family,2018,3,2018-04-01,2018-06-30
New York,Long Island,1128,1607,292,5204,Family,2018,3,2018-04-01,2018-06-30
New York,New York,3378,1645,498,19769,Family,2018,3,2018-04-01,2018-06-30
New York,Queens,2625,1648,233,12461,Family,2018,3,2018-04-01,2018-06-30
North Carolina,Charlotte,842,723,161,2432,Family,2018,3,2018-04-01,2018-06-30
North Carolina,Raleigh,804,555,60,2145,Family,2018,3,2018-04-01,2018-06-30
Ohio,Cincinnati,258,163,23,795,Family,2018,3,2018-04-01,2018-06-30
Ohio,Cleveland,387,351,68,883,Family,2018,3,2018-04-01,2018-06-30
Ohio,Columbus,387,312,36,1030,Family,2018,3,2018-04-01,2018-06-30
Oklahoma,Oklahoma City,508,548,45,1425,Family,2018,3,2018-04-01,2018-06-30
Oregon,Portland,683,776,55,2000,Family,2018,3,2018-04-01,2018-06-30
Pennsylvania,Philadelphia,1785,997,325,7410,Family,2018,3,2018-04-01,2018-06-30
Pennsylvania,Pittsburgh,281,173,20,814,Family,2018,3,2018-04-01,2018-06-30
Rhode Island,Providence,290,589,59,857,Family,2018,3,2018-04-01,2018-06-30
South Carolina,Charleston,404,529,49,1075,Family,2018,3,2018-04-01,2018-06-30
South Carolina,Greer,200,181,14,511,Family,2018,3,2018-04-01,2018-06-30
Tennessee,Memphis,438,348,77,1410,Family,2018,3,2018-04-01,2018-06-30
Tennessee,Nashville,304,109,12,1716,Family,2018,3,2018-04-01,2018-06-30
Texas,Dallas,3635,1569,309,17982,Family,2018,3,2018-04-01,2018-06-30
Texas,El Paso,845,854,117,2901,Family,2018,3,2018-04-01,2018-06-30
Texas,Harlingen,827,815,121,2961,Family,2018,3,2018-04-01,2018-06-30
Texas,Houston,3640,1613,396,22649,Family,2018,3,2018-04-01,2018-06-30
Texas,San Antonio,1985,1850,202,6638,Family,2018,3,2018-04-01,2018-06-30
Utah,Salt Lake City,762,153,60,3422,Family,2018,3,2018-04-01,2018-06-30
Vermont,St. Albans,56,208,nan,296,Family,2018,3,2018-04-01,2018-06-30
Virginia,Norfolk,535,256,55,2048,Family,2018,3,2018-04-01,2018-06-30
Washington,Seattle,1277,517,81,5831,Family,2018,3,2018-04-01,2018-06-30
Washington,Spokane,95,101,12,234,Family,2018,3,2018-04-01,2018-06-30
Washington,Yakima,191,181,10,473,Family,2018,3,2018-04-01,2018-06-30
West Virginia,Charleston,0,0,0,0,Family,2018,3,2018-04-01,2018-06-30
Wisconsin,Milwaukee,480,395,25,1954,Family,2018,3,2018-04-01,2018-06-30
Guam,Agana,161,132,15,485,Family,2018,3,2018-04-01,2018-06-30
U.S. Virgin Islands,Charlotte Amalie,18,49,nan,116,Family,2018,3,2018-04-01,2018-06-30
U.S. Virgin Islands,Christiansted,10,nan,0,47,Family,2018,3,2018-04-01,2018-06-30
Puerto Rico,San Juan,199,91,16,704,Family,2018,3,2018-04-01,2018-06-30
Service Center,California,0,0,0,215,Family,2018,3,2018-04-01,2018-06-30
Service Center,National Benefits Center,0,0,0,0,Family,2018,3,2018-04-01,2018-06-30
Service Center,Nebraska,nan,nan,nan,nan,Family,2018,3,2018-04-01,2018-06-30
Service Center,Potomac,0,0,0,0,Family,2018,3,2018-04-01,2018-06-30
Service Center,Texas,0,0,0,39,Family,2018,3,2018-04-01,2018-06-30
Alabama,Montgomery,486,266,80,2564,Family,2018,2,2018-01-01,2018-03-31
Alaska,Anchorage,118,69,nan,347,Family,2018,2,2018-01-01,2018-03-31
Arizona,Phoenix,1196,666,116,5712,Family,2018,2,2018-01-01,2018-03-31
Arizona,Tucson,364,400,26,1133,Family,2018,2,2018-01-01,2018-03-31
Arkansas,Fort Smith,153,140,21,514,Family,2018,2,2018-01-01,2018-03-31
California,Chula Vista,0,0,0,0,Family,2018,2,2018-01-01,2018-03-31
California,Fresno,768,875,97,2811,Family,2018,2,2018-01-01,2018-03-31
California,Imperial,94,132,nan,185,Family,2018,2,2018-01-01,2018-03-31
California,Los Angeles,2071,1759,179,7082,Family,2018,2,2018-01-01,2018-03-31
California,Los Angeles County,1936,1008,538,8786,Family,2018,2,2018-01-01,2018-03-31
California,Sacramento,889,880,110,3411,Family,2018,2,2018-01-01,2018-03-31
California,San Bernardino,1696,2001,314,4496,Family,2018,2,2018-01-01,2018-03-31
California,San Diego,1197,1614,159,3185,Family,2018,2,2018-01-01,2018-03-31
California,San Fernando Valley,1338,957,144,6243,Family,2018,2,2018-01-01,2018-03-31
California,San Francisco,2106,1960,157,9693,Family,2018,2,2018-01-01,2018-03-31
California,San Jose,1093,1598,126,3755,Family,2018,2,2018-01-01,2018-03-31
California,Santa Ana,1363,1456,230,6491,Family,2018,2,2018-01-01,2018-03-31
Colorado,Denver,1049,613,150,5512,Family,2018,2,2018-01-01,2018-03-31
Connecticut,Hartford,866,414,106,3653,Family,2018,2,2018-01-01,2018-03-31
Delaware,Dover,nan,0,0,nan,Family,2018,2,2018-01-01,2018-03-31
District Of Columbia,Washington,1485,1668,208,6539,Family,2018,2,2018-01-01,2018-03-31
Florida,Hialeah,719,610,115,3217,Family,2018,2,2018-01-01,2018-03-31
Florida,Jacksonville,459,461,48,1346,Family,2018,2,2018-01-01,2018-03-31
Florida,Kendall,629,630,80,2463,Family,2018,2,2018-01-01,2018-03-31
Florida,Miami,1217,505,145,7835,Family,2018,2,2018-01-01,2018-03-31
Florida,Fort Myers,411,411,53,2182,Family,2018,2,2018-01-01,2018-03-31
Florida,Oakland Park,1520,998,225,8746,Family,2018,2,2018-01-01,2018-03-31
Florida,Orlando,1398,835,148,6636,Family,2018,2,2018-01-01,2018-03-31
Florida,Tampa,1023,1222,186,2983,Family,2018,2,2018-01-01,2018-03-31
Florida,West Palm Beach,1123,1024,181,4593,Family,2018,2,2018-01-01,2018-03-31
Georgia,Atlanta,2213,1718,230,10904,Family,2018,2,2018-01-01,2018-03-31
Hawaii,Honolulu,311,353,36,1520,Family,2018,2,2018-01-01,2018-03-31
Idaho,Boise,166,408,27,606,Family,2018,2,2018-01-01,2018-03-31
Illinois,Chicago,2994,2263,473,13182,Family,2018,2,2018-01-01,2018-03-31
Indiana,Indianapolis,632,487,59,1746,Family,2018,2,2018-01-01,2018-03-31
Iowa,Des Moines,209,188,25,833,Family,2018,2,2018-01-01,2018-03-31
Kansas,Wichita,143,307,nan,612,Family,2018,2,2018-01-01,2018-03-31
Kentucky,Louisville,290,253,60,935,Family,2018,2,2018-01-01,2018-03-31
Louisiana,New Orleans,438,301,78,2325,Family,2018,2,2018-01-01,2018-03-31
Maine,Portland,90,143,nan,224,Family,2018,2,2018-01-01,2018-03-31
Maryland,Baltimore,1731,1591,162,9060,Family,2018,2,2018-01-01,2018-03-31
Massachusetts,Boston,1742,1214,230,6119,Family,2018,2,2018-01-01,2018-03-31
Massachusetts,Lawrence,672,419,93,1902,Family,2018,2,2018-01-01,2018-03-31
Michigan,Detroit,945,971,108,2278,Family,2018,2,2018-01-01,2018-03-31
Minnesota,St. Paul,854,1064,80,4810,Family,2018,2,2018-01-01,2018-03-31
Missouri,Kansas City,475,463,49,1242,Family,2018,2,2018-01-01,2018-03-31
Missouri,St. Louis,240,268,21,1192,Family,2018,2,2018-01-01,2018-03-31
Montana,Helena,48,118,nan,307,Family,2018,2,2018-01-01,2018-03-31
Nebraska,Omaha,225,355,63,687,Family,2018,2,2018-01-01,2018-03-31
Nevada,Las Vegas,907,561,98,3970,Family,2018,2,2018-01-01,2018-03-31
Nevada,Reno,144,224,22,582,Family,2018,2,2018-01-01,2018-03-31
New Hampshire,Manchester,155,150,10,351,Family,2018,2,2018-01-01,2018-03-31
New Jersey,Mount Laurel,677,613,131,2198,Family,2018,2,2018-01-01,2018-03-31
New Jersey,Newark,3147,3279,584,14081,Family,2018,2,2018-01-01,2018-03-31
New Mexico,Albuquerque,222,329,19,712,Family,2018,2,2018-01-01,2018-03-31
New York,Albany,193,151,16,572,Family,2018,2,2018-01-01,2018-03-31
New York,Brooklyn,2234,1944,399,12519,Family,2018,2,2018-01-01,2018-03-31
New York,Buffalo,267,287,28,696,Family,2018,2,2018-01-01,2018-03-31
New York,Long Island,1010,1476,223,5653,Family,2018,2,2018-01-01,2018-03-31
New York,New York,2972,2986,331,18229,Family,2018,2,2018-01-01,2018-03-31
New York,Queens,2173,1808,266,11547,Family,2018,2,2018-01-01,2018-03-31
North Carolina,Charlotte,743,557,124,2323,Family,2018,2,2018-01-01,2018-03-31
North Carolina,Raleigh,691,585,51,1902,Family,2018,2,2018-01-01,2018-03-31
Ohio,Cincinnati,262,212,35,688,Family,2018,2,2018-01-01,2018-03-31
Ohio,Cleveland,351,320,57,891,Family,2018,2,2018-01-01,2018-03-31
Ohio,Columbus,389,355,53,978,Family,2018,2,2018-01-01,2018-03-31
Oklahoma,Oklahoma City,505,652,42,1507,Family,2018,2,2018-01-01,2018-03-31
Oregon,Portland,689,643,62,2105,Family,2018,2,2018-01-01,2018-03-31
Pennsylvania,Philadelphia,1627,1386,255,6792,Family,2018,2,2018-01-01,2018-03-31
Pennsylvania,Pittsburgh,279,200,10,840,Family,2018,2,2018-01-01,2018-03-31
Rhode Island,Providence,267,447,66,1031,Family,2018,2,2018-01-01,2018-03-31
South Carolina,Charleston,303,356,53,905,Family,2018,2,2018-01-01,2018-03-31
South Carolina,Greer,189,177,10,516,Family,2018,2,2018-01-01,2018-03-31
Tennessee,Memphis,757,670,78,2883,Family,2018,2,2018-01-01,2018-03-31
Texas,Dallas,2900,1708,447,16115,Family,2018,2,2018-01-01,2018-03-31
Texas,El Paso,665,246,54,2931,Family,2018,2,2018-01-01,2018-03-31
Texas,Harlingen,590,673,115,3006,Family,2018,2,2018-01-01,2018-03-31
Texas,Houston,3073,1656,391,20704,Family,2018,2,2018-01-01,2018-03-31
Texas,San Antonio,1561,2538,163,6118,Family,2018,2,2018-01-01,2018-03-31
Utah,Salt Lake City,720,252,58,2935,Family,2018,2,2018-01-01,2018-03-31
Vermont,St. Albans,68,260,16,200,Family,2018,2,2018-01-01,2018-03-31
Virginia,Norfolk,461,530,45,1767,Family,2018,2,2018-01-01,2018-03-31
Washington,Seattle,1189,1214,133,5098,Family,2018,2,2018-01-01,2018-03-31
Washington,Spokane,78,110,16,255,Family,2018,2,2018-01-01,2018-03-31
Washington,Yakima,194,296,10,465,Family,2018,2,2018-01-01,2018-03-31
West Virginia,Charleston,0,0,0,0,Family,2018,2,2018-01-01,2018-03-31
Wisconsin,Milwaukee,393,744,59,1685,Family,2018,2,2018-01-01,2018-03-31
Guam,Agana,147,112,12,471,Family,2018,2,2018-01-01,2018-03-31
U.S. Virgin Islands,Charlotte Amalie,31,10,nan,142,Family,2018,2,2018-01-01,2018-03-31
U.S. Virgin Islands,Christiansted,nan,0,nan,58,Family,2018,2,2018-01-01,2018-03-31
Puerto Rico,San Juan,154,91,16,599,Family,2018,2,2018-01-01,2018-03-31
Service Center,California,0,nan,nan,224,Family,2018,2,2018-01-01,2018-03-31
Service Center,National Benefits  Center,0,0,0,0,Family,2018,2,2018-01-01,2018-03-31
Service Center,Nebraska,0,nan,0,0,Family,2018,2,2018-01-01,2018-03-31
Service Center,Potomac,0,0,0,0,Family,2018,2,2018-01-01,2018-03-31
Service Center,Texas,11,0,0,40,Family,2018,2,2018-01-01,2018-03-31
Alabama,Montgomery,615,205,29,2443,Family,2018,1,2017-10-01,2017-12-31
Alaska,Anchorage,108,96,16,293,Family,2018,1,2017-10-01,2017-12-31
Arizona,Phoenix,1253,813,114,5148,Family,2018,1,2017-10-01,2017-12-31
Arizona,Tucson,398,645,29,1112,Family,2018,1,2017-10-01,2017-12-31
Arkansas,Fort Smith,160,192,21,480,Family,2018,1,2017-10-01,2017-12-31
California,Chula Vista,0,0,0,0,Family,2018,1,2017-10-01,2017-12-31
California,Fresno,892,782,84,2990,Family,2018,1,2017-10-01,2017-12-31
California,Imperial,81,122,nan,218,Family,2018,1,2017-10-01,2017-12-31
California,Los Angeles,2284,1830,132,6477,Family,2018,1,2017-10-01,2017-12-31
California,Los Angeles County,2052,1445,294,8668,Family,2018,1,2017-10-01,2017-12-31
California,Sacramento,977,824,69,3452,Family,2018,1,2017-10-01,2017-12-31
California,San Bernardino,1891,1773,204,4993,Family,2018,1,2017-10-01,2017-12-31
California,San Diego,1359,2098,149,3552,Family,2018,1,2017-10-01,2017-12-31
California,San Fernando Valley,1448,982,127,5817,Family,2018,1,2017-10-01,2017-12-31
California,San Francisco,2245,1436,102,9510,Family,2018,1,2017-10-01,2017-12-31
California,San Jose,1270,1081,85,4428,Family,2018,1,2017-10-01,2017-12-31
California,Santa Ana,1645,959,168,6717,Family,2018,1,2017-10-01,2017-12-31
Colorado,Denver,1202,573,133,5341,Family,2018,1,2017-10-01,2017-12-31
Connecticut,Hartford,996,441,144,3347,Family,2018,1,2017-10-01,2017-12-31
Delaware,Dover,0,0,0,0,Family,2018,1,2017-10-01,2017-12-31
District Of Columbia,Washington,1493,1189,147,6584,Family,2018,1,2017-10-01,2017-12-31
Florida,Hialeah,773,445,48,3248,Family,2018,1,2017-10-01,2017-12-31
Florida,Jacksonville,455,445,53,1387,Family,2018,1,2017-10-01,2017-12-31
Florida,Kendall,589,343,78,2570,Family,2018,1,2017-10-01,2017-12-31
Florida,Miami,1298,370,112,7217,Family,2018,1,2017-10-01,2017-12-31
Florida,Fort Myers,439,231,41,2127,Family,2018,1,2017-10-01,2017-12-31
Florida,Oakland Park,1534,721,163,8255,Family,2018,1,2017-10-01,2017-12-31
Florida,Orlando,1449,883,168,6093,Family,2018,1,2017-10-01,2017-12-31
Florida,Tampa,1075,1292,163,3227,Family,2018,1,2017-10-01,2017-12-31
Florida,West Palm Beach,1084,759,165,4459,Family,2018,1,2017-10-01,2017-12-31
Georgia,Atlanta,2283,1758,205,10205,Family,2018,1,2017-10-01,2017-12-31
Hawaii,Honolulu,345,93,25,1588,Family,2018,1,2017-10-01,2017-12-31
Idaho,Boise,177,308,10,602,Family,2018,1,2017-10-01,2017-12-31
Illinois,Chicago,3417,2468,241,13252,Family,2018,1,2017-10-01,2017-12-31
Indiana,Indianapolis,642,536,71,1633,Family,2018,1,2017-10-01,2017-12-31
Iowa,Des Moines,217,246,22,798,Family,2018,1,2017-10-01,2017-12-31
Kansas,Wichita,225,152,nan,789,Family,2018,1,2017-10-01,2017-12-31
Kentucky,Louisville,307,298,30,894,Family,2018,1,2017-10-01,2017-12-31
Louisiana,New Orleans,503,396,47,2138,Family,2018,1,2017-10-01,2017-12-31
Maine,Portland,95,243,12,210,Family,2018,1,2017-10-01,2017-12-31
Maryland,Baltimore,1839,1709,110,8274,Family,2018,1,2017-10-01,2017-12-31
Massachusetts,Boston,2015,1026,194,5822,Family,2018,1,2017-10-01,2017-12-31
Massachusetts,Lawrence,704,460,63,1824,Family,2018,1,2017-10-01,2017-12-31
Michigan,Detroit,964,1079,112,2356,Family,2018,1,2017-10-01,2017-12-31
Minnesota,St. Paul,910,511,61,5160,Family,2018,1,2017-10-01,2017-12-31
Missouri,Kansas City,476,612,39,1195,Family,2018,1,2017-10-01,2017-12-31
Missouri,St. Louis,312,339,27,924,Family,2018,1,2017-10-01,2017-12-31
Montana,Helena,84,202,10,272,Family,2018,1,2017-10-01,2017-12-31
Nebraska,Omaha,210,339,36,856,Family,2018,1,2017-10-01,2017-12-31
Nevada,Las Vegas,996,659,115,3786,Family,2018,1,2017-10-01,2017-12-31
Nevada,Reno,167,186,12,751,Family,2018,1,2017-10-01,2017-12-31
New Hampshire,Manchester,142,149,10,354,Family,2018,1,2017-10-01,2017-12-31
New Jersey,Mount Laurel,696,716,74,2208,Family,2018,1,2017-10-01,2017-12-31
New Jersey,Newark,3303,2370,412,14409,Family,2018,1,2017-10-01,2017-12-31
New Mexico,Albuquerque,252,425,24,714,Family,2018,1,2017-10-01,2017-12-31
New York,Albany,211,84,16,556,Family,2018,1,2017-10-01,2017-12-31
New York,Brooklyn,2330,1307,282,12109,Family,2018,1,2017-10-01,2017-12-31
New York,Buffalo,288,233,27,732,Family,2018,1,2017-10-01,2017-12-31
New York,Long Island,1013,1376,154,5826,Family,2018,1,2017-10-01,2017-12-31
New York,New York,3262,1936,201,17711,Family,2018,1,2017-10-01,2017-12-31
New York,Queens,2365,1390,221,11130,Family,2018,1,2017-10-01,2017-12-31
North Carolina,Charlotte,741,860,55,2176,Family,2018,1,2017-10-01,2017-12-31
North Carolina,Raleigh,756,695,33,1881,Family,2018,1,2017-10-01,2017-12-31
Ohio,Cincinnati,257,288,39,728,Family,2018,1,2017-10-01,2017-12-31
Ohio,Cleveland,400,416,46,795,Family,2018,1,2017-10-01,2017-12-31
Ohio,Columbus,353,327,32,951,Family,2018,1,2017-10-01,2017-12-31
Oklahoma,Oklahoma City,454,448,45,1671,Family,2018,1,2017-10-01,2017-12-31
Oregon,Portland,767,819,56,2074,Family,2018,1,2017-10-01,2017-12-31
Pennsylvania,Philadelphia,1685,1029,198,6309,Family,2018,1,2017-10-01,2017-12-31
Pennsylvania,Pittsburgh,332,313,19,787,Family,2018,1,2017-10-01,2017-12-31
Rhode Island,Providence,305,571,58,918,Family,2018,1,2017-10-01,2017-12-31
South Carolina,Charleston,344,337,48,903,Family,2018,1,2017-10-01,2017-12-31
South Carolina,Greer,192,187,nan,507,Family,2018,1,2017-10-01,2017-12-31
Tennessee,Memphis,734,543,55,2744,Family,2018,1,2017-10-01,2017-12-31
Texas,Dallas,3272,2123,237,15013,Family,2018,1,2017-10-01,2017-12-31
Texas,El Paso,762,1102,126,2522,Family,2018,1,2017-10-01,2017-12-31
Texas,Harlingen,692,574,71,3091,Family,2018,1,2017-10-01,2017-12-31
Texas,Houston,3603,2241,284,19293,Family,2018,1,2017-10-01,2017-12-31
Texas,San Antonio,1850,1467,108,7092,Family,2018,1,2017-10-01,2017-12-31
Utah,Salt Lake City,732,385,47,2656,Family,2018,1,2017-10-01,2017-12-31
Vermont,St. Albans,61,152,13,192,Family,2018,1,2017-10-01,2017-12-31
Virginia,Norfolk,487,593,48,1725,Family,2018,1,2017-10-01,2017-12-31
Washington,Seattle,1266,816,90,5348,Family,2018,1,2017-10-01,2017-12-31
Washington,Spokane,85,89,19,251,Family,2018,1,2017-10-01,2017-12-31
Washington,Yakima,178,221,25,459,Family,2018,1,2017-10-01,2017-12-31
West Virginia,Charleston,0,0,0,0,Family,2018,1,2017-10-01,2017-12-31
Wisconsin,Milwaukee,467,453,47,1605,Family,2018,1,2017-10-01,2017-12-31
Guam,Agana,172,143,12,441,Family,2018,1,2017-10-01,2017-12-31
U.S. Virgin Islands,Charlotte Amalie,15,0,0,120,Family,2018,1,2017-10-01,2017-12-31
U.S. Virgin Islands,Christiansted,nan,0,nan,54,Family,2018,1,2017-10-01,2017-12-31
Puerto Rico,San Juan,133,95,13,541,Family,2018,1,2017-10-01,2017-12-31
Service Center,California,nan,nan,0,217,Family,2018,1,2017-10-01,2017-12-31
Service Center,National Benefits  Center,0,0,0,0,Family,2018,1,2017-10-01,2017-12-31
Service Center,Nebraska,0,0,0,0,Family,2018,1,2017-10-01,2017-12-31
Service Center,Potomac,0,0,0,0,Family,2018,1,2017-10-01,2017-12-31
Service Center,Texas,15,nan,0,18,Family,2018,1,2017-10-01,2017-12-31
Alabama,Montgomery,563,236,28,682,Family,2017,4,2017-07-01,2017-09-30
Alaska,Anchorage,134,128,16,301,Family,2017,4,2017-07-01,2017-09-30
Arizona,Phoenix,1384,696,129,4873,Family,2017,4,2017-07-01,2017-09-30
Arizona,Tucson,409,284,27,1312,Family,2017,4,2017-07-01,2017-09-30
Arkansas,Fort Smith,175,194,24,580,Family,2017,4,2017-07-01,2017-09-30
California,Chula Vista,0,0,0,0,Family,2017,4,2017-07-01,2017-09-30
California,Fresno,1000,740,96,2942,Family,2017,4,2017-07-01,2017-09-30
California,Imperial,121,67,nan,291,Family,2017,4,2017-07-01,2017-09-30
California,Los Angeles,2297,1789,244,6180,Family,2017,4,2017-07-01,2017-09-30
California,Los Angeles County,2251,2802,316,8056,Family,2017,4,2017-07-01,2017-09-30
California,Sacramento,951,809,90,3279,Family,2017,4,2017-07-01,2017-09-30
California,San Bernardino,1950,1856,256,5049,Family,2017,4,2017-07-01,2017-09-30
California,San Diego,1418,1661,132,4404,Family,2017,4,2017-07-01,2017-09-30
California,San Fernando Valley,1479,1353,153,5448,Family,2017,4,2017-07-01,2017-09-30
California,San Francisco,2335,1723,130,8761,Family,2017,4,2017-07-01,2017-09-30
California,San Jose,1262,1221,158,4276,Family,2017,4,2017-07-01,2017-09-30
California,Santa Ana,1702,910,179,6164,Family,2017,4,2017-07-01,2017-09-30
Colorado,Denver,1201,697,126,4939,Family,2017,4,2017-07-01,2017-09-30
Connecticut,Hartford,954,697,161,2907,Family,2017,4,2017-07-01,2017-09-30
Delaware,Dover,0,0,0,nan,Family,2017,4,2017-07-01,2017-09-30
District Of Columbia,Washington,1539,726,123,6496,Family,2017,4,2017-07-01,2017-09-30
Florida,Hialeah,698,517,110,3020,Family,2017,4,2017-07-01,2017-09-30
Florida,Jacksonville,526,586,47,1472,Family,2017,4,2017-07-01,2017-09-30
Florida,Kendall,627,535,67,2514,Family,2017,4,2017-07-01,2017-09-30
Florida,Miami,1240,367,115,6529,Family,2017,4,2017-07-01,2017-09-30
Florida,Fort Myers,423,363,53,1832,Family,2017,4,2017-07-01,2017-09-30
Florida,Oakland Park,1587,731,148,7571,Family,2017,4,2017-07-01,2017-09-30
Florida,Orlando,1467,1139,240,5571,Family,2017,4,2017-07-01,2017-09-30
Florida,Tampa,1016,830,136,3175,Family,2017,4,2017-07-01,2017-09-30
Florida,West Palm Beach,1153,643,160,3706,Family,2017,4,2017-07-01,2017-09-30
Georgia,Atlanta,2419,2435,238,8567,Family,2017,4,2017-07-01,2017-09-30
Hawaii,Honolulu,383,182,43,1351,Family,2017,4,2017-07-01,2017-09-30
Idaho,Boise,169,322,18,663,Family,2017,4,2017-07-01,2017-09-30
Illinois,Chicago,3259,2843,327,12618,Family,2017,4,2017-07-01,2017-09-30
Indiana,Indianapolis,651,471,49,1632,Family,2017,4,2017-07-01,2017-09-30
Iowa,Des Moines,227,209,26,821,Family,2017,4,2017-07-01,2017-09-30
Kansas,Wichita,210,167,15,822,Family,2017,4,2017-07-01,2017-09-30
Kentucky,Louisville,323,285,53,859,Family,2017,4,2017-07-01,2017-09-30
Louisiana,New Orleans,535,283,32,2154,Family,2017,4,2017-07-01,2017-09-30
Maine,Portland,112,122,nan,354,Family,2017,4,2017-07-01,2017-09-30
Maryland,Baltimore,1885,1702,188,8097,Family,2017,4,2017-07-01,2017-09-30
Massachusetts,Boston,2034,1654,245,5026,Family,2017,4,2017-07-01,2017-09-30
Massachusetts,Lawrence,746,547,108,1747,Family,2017,4,2017-07-01,2017-09-30
